,gpa,act,sat1,test_score,ap_count,ap_mean,sat2_count,sat2_mean,urm,first_generation,ec_count,decision,gender_F,gender_M,school_brown,school_columbia,school_cornell,school_dukeres,school_harvard,school_mitres,school_penn,school_princeton,school_stanford,school_uchicago,school_yale,test_type_act,test_type_sat,ethnicity_african,ethnicity_asian,ethnicity_caucasian,ethnicity_hispanic,ethnicity_indian,ethnicity_urm,country_US,country_international
3008,3.86143710629,34.0,2070.0,2250,5.0,4.6,2.0,705.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3009,3.86143710629,33.3991698374,2200.0,2200,0.0,4.45675812368,3.0,693.333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3010,3.86143710629,33.3991698374,2190.0,2190,0.0,4.45675812368,3.0,793.333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3012,3.86143710629,33.3991698374,2170.0,2170,0.0,4.45675812368,5.0,766.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3013,3.86143710629,33.3991698374,2240.0,2240,0.0,4.45675812368,3.0,723.333333333,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3014,3.86143710629,33.3991698374,2380.0,2380,7.0,4.85714285714,3.0,786.666666667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3015,3.86143710629,33.3991698374,2270.0,2270,0.0,4.45675812368,2.0,800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3018,4.0,36.0,2237.40362087,2390,2.0,3.5,3.0,710.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3019,3.86143710629,33.3991698374,2120.0,2120,0.0,4.45675812368,0.0,757.780283204,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3021,3.86143710629,30.0,2237.40362087,2000,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3022,3.86143710629,29.0,2160.0,2160,0.0,4.45675812368,2.0,780.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3024,3.86143710629,33.3991698374,2330.0,2330,0.0,4.45675812368,4.0,780.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3025,3.86143710629,33.3991698374,2280.0,2280,0.0,4.45675812368,2.0,775.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3028,3.86143710629,1.0,2260.0,2260,0.0,4.45675812368,2.0,765.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3029,3.86143710629,35.0,2320.0,2330,0.0,4.45675812368,4.0,757.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3030,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3032,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,1.0,750.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3036,3.81,33.3991698374,2340.0,2340,6.0,4.5,2.0,760.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3040,3.8,33.3991698374,2330.0,2330,2.0,5.0,3.0,773.333333333,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3041,3.86143710629,33.0,2237.40362087,2180,0.0,4.45675812368,4.0,765.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3043,3.85,36.0,2230.0,2390,0.0,4.45675812368,4.0,800.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3044,3.86143710629,36.0,2237.40362087,2390,0.0,4.45675812368,2.0,780.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3045,3.86143710629,33.3991698374,2170.0,2170,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3047,3.86143710629,33.3991698374,2330.0,2330,0.0,4.45675812368,3.0,786.666666667,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3050,3.86143710629,33.3991698374,2200.0,2200,0.0,4.45675812368,2.0,735.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3051,3.85,34.0,2140.0,2250,6.0,3.66666666667,3.0,730.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3052,3.86143710629,30.0,2090.0,2090,0.0,4.45675812368,5.0,754.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3053,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,4.0,702.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3054,3.86143710629,33.3991698374,2380.0,2380,0.0,4.45675812368,3.0,783.333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3057,3.86143710629,33.3991698374,2260.0,2260,0.0,4.45675812368,3.0,730.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3059,3.86143710629,33.3991698374,2350.0,2350,0.0,4.45675812368,3.0,790.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3060,3.86143710629,31.0,2220.0,2220,0.0,4.45675812368,2.0,650.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3061,3.71,34.0,2237.40362087,2250,1.0,5.0,0.0,757.780283204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3062,3.86143710629,33.3991698374,2280.0,2280,0.0,4.45675812368,3.0,770.0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3063,3.86143710629,33.3991698374,2330.0,2330,0.0,4.45675812368,3.0,783.333333333,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3064,3.86143710629,33.3991698374,2240.0,2240,0.0,4.45675812368,3.0,800.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3065,3.86143710629,33.3991698374,1900.0,1900,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3067,3.86143710629,33.3991698374,2250.0,2250,0.0,4.45675812368,3.0,753.333333333,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3068,3.86143710629,29.0,2237.40362087,1940,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3069,3.86143710629,33.3991698374,2390.0,2390,0.0,4.45675812368,3.0,796.666666667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3070,3.86143710629,35.0,2237.40362087,2330,0.0,4.45675812368,3.0,783.333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3071,3.86143710629,33.3991698374,2130.0,2130,0.0,4.45675812368,2.0,690.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3073,3.86143710629,33.3991698374,2330.0,2330,0.0,4.45675812368,2.0,725.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3075,4.0,33.3991698374,2300.0,2300,8.0,4.5,2.0,740.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3078,3.8,33.3991698374,2120.0,2120,0.0,4.45675812368,4.0,712.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3079,3.96,33.3991698374,2340.0,2340,4.0,4.75,4.0,800.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3080,4.0,33.3991698374,2050.0,2050,3.0,4.0,3.0,640.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3081,3.86143710629,33.3991698374,2080.0,2080,0.0,4.45675812368,2.0,725.0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3082,3.86143710629,31.0,2250.0,2250,0.0,4.45675812368,3.0,716.666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3083,3.845,31.0,1970.0,2060,3.0,3.0,3.0,670.0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3084,3.82,36.0,2290.0,2390,4.0,5.0,0.0,757.780283204,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3086,3.86143710629,30.0,1760.0,2000,4.0,3.5,1.0,650.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3088,4.0,35.0,2237.40362087,2330,0.0,4.45675812368,2.0,760.0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3089,3.9,33.3991698374,2010.0,2010,3.0,4.33333333333,2.0,695.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3090,4.0,31.0,2237.40362087,2060,0.0,4.45675812368,2.0,780.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3091,3.75,33.0,2170.0,2180,4.0,5.0,3.0,696.666666667,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3092,3.971,33.3991698374,2340.0,2340,11.0,4.45675812368,2.0,770.0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3093,3.2,29.0,2070.0,2070,3.0,2.66666666667,2.0,675.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3094,3.97,36.0,2390.0,2390,1.0,5.0,2.0,800.0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3095,3.6965,33.3991698374,2260.0,2260,1.0,4.0,4.0,780.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3096,4.0,34.0,2200.0,2250,3.0,4.0,3.0,686.666666667,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3097,3.86143710629,33.3991698374,2320.0,2320,2.0,5.0,2.0,790.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3098,4.0,32.0,2237.40362087,2120,2.0,3.0,2.0,720.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3099,4.0,34.0,2120.0,2250,5.0,4.6,8.0,703.75,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3100,3.77,33.3991698374,2230.0,2230,0.0,4.45675812368,2.0,800.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3101,3.14,31.0,2237.40362087,2060,0.0,4.45675812368,0.0,757.780283204,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3102,3.7375,33.3991698374,2230.0,2230,0.0,4.45675812368,2.0,790.0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3103,3.9,33.3991698374,2330.0,2330,2.0,5.0,3.0,760.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3104,3.1,33.3991698374,2260.0,2260,2.0,4.0,3.0,643.333333333,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3105,4.0,32.0,2237.40362087,2120,4.0,3.75,0.0,757.780283204,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3106,3.96,33.3991698374,2320.0,2320,4.0,4.75,6.0,750.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3107,3.99,33.3991698374,2120.0,2120,3.0,4.33333333333,3.0,726.666666667,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3108,3.7,33.3991698374,2400.0,2400,13.0,4.69230769231,3.0,780.0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3109,4.0,33.3991698374,2330.0,2330,1.0,5.0,3.0,766.666666667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3110,4.0,33.3991698374,2050.0,2050,7.0,4.71428571429,4.0,762.5,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3113,3.94,33.3991698374,2360.0,2360,4.0,4.75,5.0,740.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3114,4.0,35.0,2310.0,2330,2.0,5.0,3.0,743.333333333,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3117,4.0,30.0,2060.0,2060,1.0,4.0,2.0,600.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3118,3.9,32.0,2237.40362087,2120,0.0,4.45675812368,0.0,757.780283204,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3119,4.0,29.0,1870.0,1940,3.0,4.0,2.0,660.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3120,3.98,36.0,2300.0,2390,0.0,4.45675812368,2.0,780.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3122,3.9,33.3991698374,2400.0,2400,4.0,4.5,5.0,778.0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3125,3.67,33.0,2237.40362087,2180,2.0,4.0,0.0,757.780283204,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3126,3.86143710629,33.3991698374,2070.0,2070,1.0,4.0,3.0,770.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3127,4.0,33.3991698374,2390.0,2390,1.0,5.0,5.0,792.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3131,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3132,3.89,35.0,2237.40362087,2330,2.0,4.5,3.0,793.333333333,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3133,3.77,33.3991698374,2400.0,2400,4.0,4.25,3.0,760.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3134,3.89,34.0,2237.40362087,2250,1.0,5.0,3.0,696.666666667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3135,3.9,33.3991698374,2250.0,2250,4.0,4.75,3.0,760.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3136,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3137,3.791,32.0,2237.40362087,2120,0.0,4.45675812368,2.0,720.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3138,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,3.0,793.333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3139,4.0,33.3991698374,2230.0,2230,0.0,4.45675812368,2.0,790.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3141,3.95,33.0,2237.40362087,2180,2.0,4.5,3.0,716.666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3142,3.7,33.0,2237.40362087,2180,3.0,3.33333333333,0.0,757.780283204,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3143,3.86143710629,34.0,2340.0,2340,3.0,4.66666666667,3.0,746.666666667,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3144,3.9916,35.0,2250.0,2330,0.0,4.45675812368,2.0,780.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3147,4.0,33.3991698374,2220.0,2220,4.0,4.5,2.0,715.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3148,3.86143710629,33.3991698374,2400.0,2400,0.0,4.45675812368,0.0,757.780283204,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3149,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,2.0,790.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3150,3.86143710629,33.3991698374,2240.0,2240,0.0,4.45675812368,2.0,735.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3151,3.88,33.3991698374,2220.0,2220,6.0,4.5,3.0,780.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3152,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,3.0,773.333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3153,3.86143710629,35.0,2390.0,2390,0.0,4.45675812368,4.0,792.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3157,3.86143710629,30.0,1950.0,2000,0.0,4.45675812368,5.0,684.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3158,4.0,32.0,2140.0,2140,6.0,4.5,2.0,770.0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3159,3.86143710629,33.3991698374,2390.0,2390,0.0,4.45675812368,2.0,800.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3160,3.86143710629,27.0,1890.0,1890,0.0,4.45675812368,1.0,640.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3162,3.86143710629,33.0,2237.40362087,2180,0.0,4.45675812368,0.0,757.780283204,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3163,3.83,35.0,2110.0,2330,3.0,4.66666666667,4.0,780.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3164,3.1,22.0,1740.0,1740,4.0,2.0,3.0,550.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3165,3.86143710629,32.0,2237.40362087,2120,0.0,4.45675812368,3.0,650.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3168,3.96,35.0,2330.0,2330,4.0,4.45675812368,2.0,790.0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3169,3.86143710629,36.0,2237.40362087,2390,0.0,4.45675812368,4.0,795.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3170,3.6965,33.3991698374,2260.0,2260,1.0,4.0,4.0,780.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3171,3.86143710629,31.0,2250.0,2250,0.0,4.45675812368,3.0,716.666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3172,3.9,33.3991698374,2350.0,2350,5.0,4.6,3.0,780.0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3173,4.0,36.0,2370.0,2390,0.0,4.45675812368,2.0,800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3174,3.86143710629,33.3991698374,1910.0,1910,0.0,4.45675812368,0.0,757.780283204,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3175,3.96,33.0,2237.40362087,2180,7.0,4.71428571429,0.0,757.780283204,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3176,4.0,33.3991698374,2400.0,2400,1.0,5.0,1.0,800.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3178,3.86143710629,28.0,2237.40362087,1880,0.0,4.45675812368,2.0,610.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3179,3.97,33.3991698374,2250.0,2250,8.0,5.0,3.0,770.0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3180,3.86143710629,36.0,2380.0,2390,4.0,4.5,2.0,800.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3181,3.95,33.3991698374,2240.0,2240,0.0,4.45675812368,2.0,800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3182,3.86143710629,35.0,2270.0,2330,0.0,4.45675812368,2.0,755.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3184,3.91,33.0,2050.0,2180,4.0,4.5,0.0,757.780283204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3185,4.0,31.0,2130.0,2130,2.0,3.5,0.0,757.780283204,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3188,3.86143710629,33.3991698374,1980.0,1980,0.0,4.45675812368,2.0,665.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3191,3.86143710629,35.0,2237.40362087,2330,1.0,5.0,3.0,793.333333333,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3192,3.86143710629,33.3991698374,2290.0,2290,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3193,3.86143710629,33.3991698374,2360.0,2360,0.0,4.45675812368,1.0,800.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3195,3.86143710629,34.0,2237.40362087,2250,0.0,4.45675812368,3.0,743.333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3196,3.86143710629,33.3991698374,2310.0,2310,0.0,4.45675812368,2.0,755.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3198,4.0,33.3991698374,2260.0,2260,3.0,5.0,2.0,770.0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3199,4.0,35.0,2237.40362087,2330,5.0,5.0,2.0,775.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3201,3.86143710629,31.0,2237.40362087,2060,0.0,4.45675812368,0.0,757.780283204,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3202,3.86143710629,34.0,2400.0,2400,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3203,3.86143710629,33.3991698374,2340.0,2340,0.0,4.45675812368,4.0,740.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3204,3.86143710629,33.3991698374,2130.0,2130,0.0,4.45675812368,3.0,686.666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3206,3.86143710629,33.3991698374,2250.0,2250,0.0,4.45675812368,2.0,795.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3207,3.83,33.0,2230.0,2230,3.0,5.0,2.0,775.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3209,4.0,32.0,2237.40362087,2120,2.0,4.5,0.0,757.780283204,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
